nom,code,codeDepartement,siren,codeEpci,codeRegion,codesPostaux,population
Brotte-lès-Ray,70099,70,217000991,247000623,27,['70180'],77
Broye-les-Loups-et-Verfontaine,70100,70,217001007,200036549,27,['70100'],127
Broye-Aubigney-Montseugny,70101,70,217001015,200036549,27,['70140'],505
Brussey,70102,70,217001023,200041887,27,['70150'],278
La Bruyère,70103,70,217001031,247000854,27,['70280'],204
Bucey-lès-Gy,70104,70,217001049,247000698,27,['70700'],586
Bucey-lès-Traves,70105,70,217001056,247000367,27,['70360'],138
Buffignécourt,70106,70,217001064,200041879,27,['70500'],109
Bussières,70107,70,217001072,247000706,27,['70190'],443
Buthiers,70109,70,217001098,247000706,27,['70190'],307
Calmoutier,70111,70,217001114,200041861,27,['70240'],277
Cemboing,70112,70,217001122,200036150,27,['70500'],172
Cenans,70113,70,217001130,200041853,27,['70230'],132
Cendrecourt,70114,70,217001148,200036150,27,['70500'],204
Cerre-lès-Noroy,70115,70,217001155,200041861,27,['70000'],237
Chagey,70116,70,217001163,247000722,27,['70400'],615
Châlonvillars,70117,70,217001171,247000722,27,['70400'],1243
Chambornay-lès-Bellevaux,70118,70,217001189,247000706,27,['70190'],196
Chambornay-lès-Pin,70119,70,217001197,200041887,27,['70150'],354
Champagney,70120,70,217001205,247000821,27,['70290'],3717
Champey,70121,70,217001213,247000722,27,['70400'],851
Champlitte,70122,70,217001221,247000623,27,['70600'],1634
Champtonnay,70124,70,217001247,200036549,27,['70100'],87
Champvans,70125,70,217001254,200036549,27,['70100'],176
Chancey,70126,70,217001262,200041887,27,['70140'],195
Chantes,70127,70,217001270,247000367,27,['70360'],106
La Chapelle-lès-Luxeuil,70128,70,217001288,247000755,27,['70300'],390
La Chapelle-Saint-Quillain,70129,70,217001296,247000698,27,['70700'],157
Charcenne,70130,70,217001304,247000698,27,['70700'],309
Chargey-lès-Gray,70132,70,217001320,200036549,27,['70100'],704
Chargey-lès-Port,70133,70,217001338,200041879,27,['70170'],234
Chariez,70134,70,217001346,247000011,27,['70000'],205
Charmes-Saint-Valbert,70135,70,217001353,200036150,27,['70120'],33
Charmoille,70136,70,217001361,247000011,27,['70000'],493
Chassey-lès-Montbozon,70137,70,217001379,200041853,27,['70230'],220
Chassey-lès-Scey,70138,70,217001387,247000367,27,['70360'],124
Châteney,70140,70,217001403,200041861,27,['70240'],69
Châtenois,70141,70,217001411,200041861,27,['70240'],118
Chaumercenne,70142,70,217001429,200041887,27,['70140'],191
Chauvirey-le-Châtel,70143,70,217001437,200036150,27,['70500'],125
Chauvirey-le-Vieil,70144,70,217001445,200036150,27,['70500'],33
Chaux-la-Lotière,70145,70,217001452,247000706,27,['70190'],491
Chaux-lès-Port,70146,70,217001460,200041879,27,['70170'],167
Chavanne,70147,70,217001478,247000722,27,['70400'],222
Chemilly,70148,70,217001486,247000367,27,['70360'],86
Chenebier,70149,70,217001494,247000722,27,['70400'],695
Chenevrey-et-Morogne,70150,70,217001502,200041887,27,['70150'],324
Chevigney,70151,70,217001510,200036549,27,['70140'],35
Choye,70152,70,217001528,247000698,27,['70700'],475
Cintrey,70153,70,217001536,200036150,27,['70120'],97
Cirey,70154,70,217001544,247000706,27,['70190'],367
Citers,70155,70,217001551,200041861,27,['70300'],792
Citey,70156,70,217001569,247000698,27,['70700'],111
Clairegoutte,70157,70,217001577,247000821,27,['70200'],352
Clans,70158,70,217001585,247000367,27,['70000'],105
Cognières,70159,70,217001593,200041853,27,['70230'],90
Coisevaux,70160,70,217001601,247000722,27,['70400'],312
Colombe-lès-Vesoul,70162,70,217001627,200041861,27,['70000'],464
Colombier,70163,70,217001635,247000011,27,['70000'],439
Colombotte,70164,70,217001643,200041861,27,['70240'],82
Combeaufontaine,70165,70,217001650,200036150,27,['70120'],544
Comberjon,70166,70,217001668,247000011,27,['70000'],150
Conflandey,70167,70,217001676,200041879,27,['70170'],350
Conflans-sur-Lanterne,70168,70,217001684,200041721,27,['70800'],603
Confracourt,70169,70,217001692,247000367,27,['70120'],221
Contréglise,70170,70,217001700,200041879,27,['70160'],119
Corbenay,70171,70,217001718,200041721,27,['70320'],1257
La Corbière,70172,70,217001726,247000755,27,['70300'],109
Cordonnet,70174,70,217001742,247000706,27,['70190'],143
Cornot,70175,70,217001759,200036150,27,['70120'],135
Corravillers,70176,70,217001767,247000854,27,['70310'],183
Corre,70177,70,217001775,200036150,27,['70500'],596
La Côte,70178,70,217001783,247000664,27,['70200'],526
Coulevon,70179,70,217001791,247000011,27,['70000'],166
Courchaton,70180,70,217001809,247000714,27,['70110'],442
Courcuire,70181,70,217001817,200041887,27,['70150'],134
Courmont,70182,70,217001825,247000722,27,['70400'],135
Courtesoult-et-Gatey,70183,70,217001833,247000623,27,['70600'],60
Couthenans,70184,70,217001841,247000722,27,['70400'],719
Cresancey,70185,70,217001858,200036549,27,['70100'],186
La Creuse,70186,70,217001866,200041861,27,['70240'],72
Crevans-et-la-Chapelle-lès-Granges,70187,70,217001874,247000714,27,['70400'],258
Creveney,70188,70,217001882,200041861,27,['70240'],52
Cromary,70189,70,217001890,247000706,27,['70190'],251
Cubry-lès-Faverney,70190,70,217001908,200041879,27,['70160'],185
Cugney,70192,70,217001924,200041887,27,['70700'],206
Cult,70193,70,217001932,200041887,27,['70150'],231
Cuve,70194,70,217001940,200041721,27,['70800'],132
Dambenoît-lès-Colombe,70195,70,217001957,200041861,27,['70200'],273
Dampierre-lès-Conflans,70196,70,217001965,200041721,27,['70800'],246
Dampierre-sur-Linotte,70197,70,217001973,200041853,27,['70230'],792
Dampierre-sur-Salon,70198,70,217001981,247000623,27,['70180'],1234
Dampvalley-lès-Colombe,70199,70,217001999,200041861,27,['70000'],120
Dampvalley-Saint-Pancras,70200,70,217002005,200041721,27,['70210'],42
Delain,70201,70,217002013,247000623,27,['70180'],203
Demangevelle,70202,70,217002021,200041721,27,['70210'],271
La Demie,70203,70,217002039,200041853,27,['70000'],153
Denèvre,70204,70,217002047,247000623,27,['70180'],151
Échavanne,70205,70,217002054,247000821,27,['70400'],201
Échenans-sous-Mont-Vaudois,70206,70,217002062,247000722,27,['70400'],564
Échenoz-la-Méline,70207,70,217002070,247000011,27,['70000'],3235
Échenoz-le-Sec,70208,70,217002088,200041853,27,['70000'],290
Écromagny,70210,70,217002104,247000854,27,['70270'],152
Écuelle,70211,70,217002112,200036549,27,['70600'],64
Éhuns,70213,70,217002138,200041861,27,['70300'],220
Équevilley,70214,70,217002146,200041879,27,['70160'],122
Errevet,70215,70,217002153,247000821,27,['70400'],242
Esboz-Brest,70216,70,217002161,247000755,27,['70300'],445
Esmoulières,70217,70,217002179,247000854,27,['70310'],97
Esmoulins,70218,70,217002187,200036549,27,['70100'],132
Esprels,70219,70,217002195,247000714,27,['70110'],734
Essertenne-et-Cecey,70220,70,217002203,200036549,27,['70100'],404
Étobon,70221,70,217002211,247000722,27,['70400'],288
Étrelles-et-la-Montbleuse,70222,70,217002229,247000698,27,['70700'],85
Étuz,70224,70,217002245,247000706,27,['70150'],684
Fahy-lès-Autrey,70225,70,217002252,200036549,27,['70100'],100
Fallon,70226,70,217002260,247000714,27,['70110'],311
Faucogney-et-la-Mer,70227,70,217002278,247000854,27,['70310'],467
Faverney,70228,70,217002286,200041879,27,['70160'],980
Faymont,70229,70,217002294,247000664,27,['70200'],259
Fédry,70230,70,217002302,247000623,27,['70120'],96
Ferrières-lès-Ray,70231,70,217002310,247000623,27,['70130'],36
Ferrières-lès-Scey,70232,70,217002328,247000367,27,['70360'],130
Les Fessey,70233,70,217002336,247000854,27,['70310'],134
Filain,70234,70,217002344,200041853,27,['70230'],222
Flagy,70235,70,217002351,200041879,27,['70000'],139
Fleurey-lès-Faverney,70236,70,217002369,200041879,27,['70160'],463
Fleurey-lès-Lavoncourt,70237,70,217002377,247000623,27,['70120'],101
Fleurey-lès-Saint-Loup,70238,70,217002385,200041721,27,['70800'],134
Fondremand,70239,70,217002393,247000706,27,['70190'],200
Fontaine-lès-Luxeuil,70240,70,217002401,200041721,27,['70800'],1328
Fontenois-la-Ville,70242,70,217002427,200041721,27,['70210'],131
Fontenois-lès-Montbozon,70243,70,217002435,200041853,27,['70230'],340
Fouchécourt,70244,70,217002443,200036150,27,['70160'],115
Fougerolles-Saint-Valbert,70245,70,200082634,200041721,27,"['70220', '70300']",3784
Fouvent-Saint-Andoche,70247,70,217002476,247000623,27,['70600'],210
Frahier-et-Chatebier,70248,70,217002484,247000821,27,['70400'],1379
Francalmont,70249,70,217002492,200041721,27,['70800'],118
Franchevelle,70250,70,217002500,200041861,27,['70200'],473
Francourt,70251,70,217002518,247000623,27,['70180'],100
Framont,70252,70,217002526,247000623,27,['70600'],181
Frasne-le-Château,70253,70,217002534,247000698,27,['70700'],296
Frédéric-Fontaine,70254,70,217002542,247000821,27,['70200'],259
Fresne-Saint-Mamès,70255,70,217002559,247000698,27,['70130'],495
Fresse,70256,70,217002567,247000854,27,['70270'],709
Fretigney-et-Velloreille,70257,70,217002575,247000698,27,['70130'],747
Froideconche,70258,70,217002583,247000755,27,['70300'],1987
Froideterre,70259,70,217002591,247000664,27,['70200'],368
Frotey-lès-Lure,70260,70,217002609,247000664,27,['70200'],684
Frotey-lès-Vesoul,70261,70,217002617,247000011,27,['70000'],1358
Genevreuille,70262,70,217002625,247000664,27,['70240'],158
Genevrey,70263,70,217002633,200041861,27,['70240'],247
Georfans,70264,70,217002641,247000714,27,['70110'],45
Germigney,70265,70,217002658,200036549,27,['70100'],148
Gevigney-et-Mercey,70267,70,217002674,200036150,27,['70500'],488
Gézier-et-Fontenelay,70268,70,217002682,200041887,27,['70700'],214
Girefontaine,70269,70,217002690,200041721,27,['70210'],34
Gouhenans,70271,70,217002716,247000714,27,['70110'],367
Gourgeon,70272,70,217002724,200036150,27,['70120'],180
Grammont,70273,70,217002732,247000714,27,['70110'],68
Grandecourt,70274,70,217002740,247000623,27,['70120'],49
Grandvelle-et-le-Perrenot,70275,70,217002757,247000706,27,['70190'],388
Granges-la-Ville,70276,70,217002765,247000714,27,['70400'],184
Granges-le-Bourg,70277,70,217002773,247000714,27,['70400'],381
Grattery,70278,70,217002781,200041879,27,['70170'],213
Gray,70279,70,217002799,200036549,27,['70100'],5560
Gray-la-Ville,70280,70,217002807,200036549,27,['70100'],928
Gy,70282,70,217002823,247000698,27,['70700'],1006
Haut-du-Them-Château-Lambert,70283,70,217002831,247000854,27,['70440'],446
Hautevelle,70284,70,217002849,200041721,27,['70800'],263
Héricourt,70285,70,200083608,247000722,27,['70400'],10592
Hugier,70286,70,217002864,200041887,27,['70150'],125
Hurecourt,70287,70,217002872,200041721,27,['70210'],46
Hyet,70288,70,217002880,247000706,27,['70190'],118
Igny,70289,70,217002898,200036549,27,['70700'],211
Jasney,70290,70,217002906,200041721,27,['70800'],197
Jonvelle,70291,70,217002914,200036150,27,['70500'],117
Jussey,70292,70,217002922,200036150,27,['70500'],1543
Lambrey,70293,70,217002930,200036150,27,['70500'],74
Lantenot,70294,70,217002948,200041861,27,['70200'],357
La Lanterne-et-les-Armonts,70295,70,217002955,247000854,27,['70270'],221
Larians-et-Munans,70296,70,217002963,200041853,27,['70230'],270
Larret,70297,70,217002971,247000623,27,['70600'],60
Lavigney,70298,70,217002989,200036150,27,['70120'],119
Lavoncourt,70299,70,217002997,247000623,27,['70120'],318
Lieffrans,70301,70,217003011,247000698,27,['70190'],53
Lieucourt,70302,70,217003029,200036549,27,['70140'],76
Liévans,70303,70,217003037,200041861,27,['70240'],156
Linexert,70304,70,217003045,200041861,27,['70200'],118
Lœuilley,70305,70,217003052,200036549,27,['70100'],101
Lomont,70306,70,217003060,247000664,27,['70200'],469
Longevelle,70307,70,217003078,247000714,27,['70110'],121
La Longine,70308,70,217003086,247000854,27,['70310'],213
Loulans-Verchamp,70309,70,217003094,200041853,27,['70230'],453
Lure,70310,70,217003102,247000664,27,['70200'],7960
Luxeuil-les-Bains,70311,70,217003110,247000755,27,['70300'],6644
Luze,70312,70,217003128,247000722,27,['70400'],785
Lyoffans,70313,70,217003136,247000664,27,['70200'],411
Magnivray,70314,70,217003144,247000755,27,['70300'],167
Magnoncourt,70315,70,217003151,200041721,27,['70800'],408
Le Magnoray,70316,70,217003169,200041853,27,['70000'],85
Les Magny,70317,70,217003177,247000714,27,['70110'],143
Magny-Danigon,70318,70,217003185,247000664,27,['70200'],438
Magny-Jobert,70319,70,217003193,247000664,27,['70200'],131
Magny-lès-Jussey,70320,70,217003201,200036150,27,['70500'],96
Magny-Vernois,70321,70,217003219,247000664,27,['70200'],1375
Mailleroncourt-Charette,70322,70,217003227,200041861,27,['70240'],284
Mailleroncourt-Saint-Pancras,70323,70,217003235,200041721,27,['70210'],196
Mailley-et-Chazelot,70324,70,217003243,247000367,27,['70000'],634
Maizières,70325,70,217003250,247000706,27,['70190'],356
La Malachère,70326,70,217003268,247000706,27,['70190'],307
Malans,70327,70,217003276,200041887,27,['70140'],134
Malbouhans,70328,70,217003284,247000854,27,['70200'],326
Malvillers,70329,70,217003292,200036150,27,['70120'],63
Mandrevillars,70330,70,217003300,247000722,27,['70400'],309
Mantoche,70331,70,217003318,200036549,27,['70100'],444
Marast,70332,70,217003326,247000714,27,['70110'],58
Marnay,70334,70,217003342,200041887,27,['70150'],1522
Maussans,70335,70,217003359,200041853,27,['70230'],59
Mélecey,70336,70,217003367,247000714,27,['70110'],135
Melin,70337,70,217003375,200036150,27,['70120'],58
Melincourt,70338,70,217003383,200041721,27,['70210'],223
Mélisey,70339,70,217003391,247000854,27,['70270'],1678
Membrey,70340,70,217003409,247000623,27,['70180'],214
Menoux,70341,70,217003417,200041879,27,['70160'],300
Mercey-sur-Saône,70342,70,217003425,247000623,27,['70130'],134
Mersuay,70343,70,217003433,200041879,27,['70160'],282
Meurcourt,70344,70,217003441,200041861,27,['70300'],340
Mignavillers,70347,70,217003474,247000714,27,['70400'],365
Moffans-et-Vacheresse,70348,70,217003482,247000664,27,['70200'],618
Moimay,70349,70,217003490,247000714,27,['70110'],234
Molay,70350,70,217003508,200036150,27,['70120'],65
Mollans,70351,70,217003516,200041861,27,['70240'],227
La Montagne,70352,70,217003524,247000854,27,['70310'],38
Montagney,70353,70,217003532,200041887,27,['70140'],503
Montarlot-lès-Rioz,70355,70,217003557,247000706,27,['70190'],311
Montboillon,70356,70,217003565,247000706,27,['70700'],281
Montbozon,70357,70,217003573,200041853,27,['70230'],544
Montcey,70358,70,217003581,247000011,27,['70000'],269
Montcourt,70359,70,217003599,200036150,27,['70500'],54
Montdoré,70360,70,217003607,200041721,27,['70210'],75
Montessaux,70361,70,217003615,247000854,27,['70270'],155
Montigny-lès-Cherlieu,70362,70,217003623,200036150,27,['70500'],128
Montigny-lès-Vesoul,70363,70,217003631,247000011,27,['70000'],637
Montjustin-et-Velotte,70364,70,217003649,200041861,27,['70110'],119
Villers-Chemin-et-Mont-lès-Étrelles,70366,70,217003664,247000698,27,['70700'],122
Mont-le-Vernois,70367,70,217003672,247000011,27,['70000'],186
Montot,70368,70,217003680,247000623,27,['70180'],131
Mont-Saint-Léger,70369,70,217003698,247000623,27,['70120'],48
Montureux-et-Prantigny,70371,70,217003714,247000623,27,['70100'],200
Montureux-lès-Baulay,70372,70,217003722,200041879,27,['70500'],150
La Roche-Morey,70373,70,217003730,200036150,27,['70120'],287
Motey-Besuche,70374,70,217003748,200041887,27,['70140'],92
Nantilly,70376,70,217003763,200036549,27,['70100'],452
Navenne,70378,70,217003789,247000011,27,['70000'],1605
Neurey-en-Vaux,70380,70,217003805,200041879,27,['70160'],163
Neurey-lès-la-Demie,70381,70,217003813,200041853,27,['70000'],348
Neuvelle-lès-Cromary,70383,70,217003839,247000706,27,['70190'],425
Neuvelle-lès-la-Charité,70384,70,217003847,247000367,27,['70130'],224
La Neuvelle-lès-Lure,70385,70,217003854,247000664,27,['70200'],323
La Neuvelle-lès-Scey,70386,70,217003862,247000367,27,['70360'],172
Noidans-le-Ferroux,70387,70,217003870,247000367,27,['70130'],653
Noidans-lès-Vesoul,70388,70,217003888,247000011,27,['70000'],1973
Noiron,70389,70,217003896,200036549,27,['70100'],58
Noroy-le-Bourg,70390,70,217003904,200041861,27,['70000'],498
Oigney,70392,70,217003920,200036150,27,['70120'],34
Oiselay-et-Grachaux,70393,70,217003938,247000706,27,['70700'],431
Onay,70394,70,217003946,200036549,27,['70100'],60
Oppenans,70395,70,217003953,247000714,27,['70110'],51
Oricourt,70396,70,217003961,247000714,27,['70110'],41
Ormenans,70397,70,217003979,200041853,27,['70230'],82
Ormoiche,70398,70,217003987,247000755,27,['70300'],67
Ormoy,70399,70,217003995,200036150,27,['70500'],207
Ouge,70400,70,217004001,200070332,27,['70500'],111
Ovanches,70401,70,217004019,247000367,27,['70360'],138
Oyrières,70402,70,217004027,200036549,27,['70600'],368
Palante,70403,70,217004035,247000664,27,['70200'],243
Passavant-la-Rochère,70404,70,217004043,200041721,27,['70210'],563
Pennesières,70405,70,217004050,247000706,27,['70190'],196
Percey-le-Grand,70406,70,217004068,247000623,27,['70600'],74
Perrouse,70407,70,217004076,247000706,27,['70190'],275
Pesmes,70408,70,217004084,200036549,27,['70140'],1072
Pierrecourt,70409,70,217004092,247000623,27,['70600'],114
Pin,70410,70,217004100,200041887,27,['70150'],710
La Pisseure,70411,70,217004118,200041721,27,['70800'],38
Plainemont,70412,70,217004126,200041721,27,['70800'],72
Plancher-Bas,70413,70,217004134,247000821,27,['70290'],1872
Plancher-les-Mines,70414,70,217004142,247000821,27,['70290'],955
Polaincourt-et-Clairefontaine,70415,70,217004159,200041879,27,['70210'],620
Pomoy,70416,70,217004167,200041861,27,['70240'],200
Pontcey,70417,70,217004175,247000367,27,['70360'],297
La Romaine,70418,70,200053056,247000367,27,['70130'],519
Pont-du-Bois,70419,70,217004191,200041721,27,['70210'],110
Pont-sur-l'Ognon,70420,70,217004209,247000714,27,['70110'],62
Port-sur-Saône,70421,70,217004217,200041879,27,['70170'],2952
Poyans,70422,70,217004225,200036549,27,['70100'],145
Preigney,70423,70,217004233,200036150,27,['70120'],116
La Proiselière-et-Langle,70425,70,217004258,247000854,27,['70310'],147
Provenchère,70426,70,217004266,200041879,27,['70170'],246
Purgerot,70427,70,217004274,200041879,27,['70160'],331
Pusey,70428,70,217004282,247000011,27,['70000'],1452
Pusy-et-Épenoux,70429,70,217004290,247000011,27,['70000'],544
La Quarte,70430,70,217004308,200070332,27,['70120'],67
Quenoche,70431,70,217004316,247000706,27,['70190'],252
Quers,70432,70,217004324,200041861,27,['70200'],325
Quincey,70433,70,217004332,247000011,27,['70000'],1401
Raddon-et-Chapendu,70435,70,217004357,247000755,27,['70280'],837
Raincourt,70436,70,217004365,200036150,27,['70500'],113
Ranzevelle,70437,70,217004373,200036150,27,['70500'],16
Ray-sur-Saône,70438,70,217004381,247000623,27,['70130'],215
Raze,70439,70,217004399,247000367,27,['70000'],363
Recologne,70440,70,217004407,247000623,27,['70130'],34
Recologne-lès-Rioz,70441,70,217004415,247000706,27,['70190'],251
Renaucourt,70442,70,217004423,247000623,27,['70120'],111
La Grande-Résie,70443,70,217004431,200036549,27,['70140'],90
La Résie-Saint-Martin,70444,70,217004449,200036549,27,['70140'],167
Rignovelle,70445,70,217004456,200041861,27,['70200'],117
Rigny,70446,70,217004464,200036549,27,['70100'],617
Rioz,70447,70,217004472,247000706,27,['70190'],2395
Roche-et-Raucourt,70448,70,217004480,247000623,27,['70180'],152
Roche-sur-Linotte-et-Sorans-les-Cordiers,70449,70,217004498,200041853,27,['70230'],62
La Rochelle,70450,70,217004506,200070332,27,['70120'],41
Ronchamp,70451,70,217004514,247000821,27,['70250'],2747
Rosey,70452,70,217004522,247000367,27,['70000'],255
La Rosière,70453,70,217004530,247000854,27,['70310'],80
Rosières-sur-Mance,70454,70,217004548,200036150,27,['70500'],50
Roye,70455,70,217004555,247000664,27,['70200'],1480
Ruhans,70456,70,217004563,247000706,27,['70190'],148
Rupt-sur-Saône,70457,70,217004571,247000367,27,['70360'],106
Saint-Barthélemy,70459,70,217004597,247000854,27,['70270'],1100
Saint-Bresson,70460,70,217004605,247000755,27,['70280'],427
Saint-Broing,70461,70,217004613,200036549,27,['70100'],113
Saint-Ferjeux,70462,70,217004621,247000714,27,['70110'],80
Saint-Gand,70463,70,217004639,247000698,27,['70130'],146
Saint-Germain,70464,70,217004647,247000664,27,['70200'],1355
Saint-Loup-Nantouard,70466,70,217004662,200036549,27,['70100'],127
Saint-Loup-sur-Semouse,70467,70,217004670,200041721,27,['70800'],3046
Saint-Marcel,70468,70,217004688,200036150,27,['70500'],90
Sainte-Marie-en-Chanois,70469,70,217004696,247000755,27,['70310'],211
Sainte-Marie-en-Chaux,70470,70,217004704,200041861,27,['70300'],158
Sainte-Reine,70471,70,217004712,200036549,27,['70700'],24
Saint-Rémy-en-Comté,70472,70,217004720,200041879,27,['70160'],442
Saint-Sauveur,70473,70,217004738,247000755,27,['70300'],1936
Saint-Sulpice,70474,70,217004746,247000714,27,['70110'],125
Saponcourt,70476,70,217004761,200041879,27,['70210'],69
Saulnot,70477,70,217004779,247000722,27,['70400'],779
Saulx,70478,70,217004787,200041861,27,['70240'],880
Sauvigney-lès-Gray,70479,70,217004795,200036549,27,['70100'],96
Sauvigney-lès-Pesmes,70480,70,217004803,200036549,27,['70140'],142
Savoyeux,70481,70,217004811,247000623,27,['70130'],202
Scey-sur-Saône-et-Saint-Albin,70482,70,217004829,247000367,27,['70360'],1533
Scye,70483,70,217004837,200041879,27,['70170'],138
Secenans,70484,70,217004845,247000714,27,['70400'],182
Selles,70485,70,217004852,200041721,27,['70210'],202
Semmadon,70486,70,217004860,200036150,27,['70120'],110
Senargent-Mignafans,70487,70,217004878,247000714,27,['70110'],291
Senoncourt,70488,70,217004886,200041879,27,['70160'],192
Servance-Miellin,70489,70,200065381,247000854,27,['70440'],773
Servigney,70490,70,217004902,200041861,27,['70240'],124
Seveux-Motey,70491,70,200086460,247000623,27,['70130'],476
Soing-Cubry-Charentenay,70492,70,217004928,247000367,27,['70130'],583
Sorans-lès-Breurey,70493,70,217004936,247000706,27,['70190'],462
Sornay,70494,70,217004944,200041887,27,['70150'],349
Tartécourt,70496,70,217004969,200036150,27,['70500'],24
Ternuay-Melay-et-Saint-Hilaire,70498,70,217004985,247000854,27,['70270'],453
Theuley,70499,70,217004993,247000623,27,['70120'],102
Thieffrans,70500,70,217005008,200041853,27,['70230'],166
Thiénans,70501,70,217005016,200041853,27,['70230'],103
Tincey-et-Pontrebeau,70502,70,217005024,247000623,27,['70120'],84
Traitiéfontaine,70503,70,217005032,247000706,27,['70190'],161
Traves,70504,70,217005040,247000367,27,['70360'],358
Le Tremblois,70505,70,217005057,200036549,27,['70100'],159
Trémoins,70506,70,217005065,247000722,27,['70400'],390
Trésilley,70507,70,217005073,247000706,27,['70190'],259
Tromarey,70509,70,217005099,200041887,27,['70150'],115
Vadans,70510,70,217005107,200036549,27,['70140'],127
Vaite,70511,70,217005115,247000623,27,['70180'],229
La Vaivre,70512,70,217005123,200041721,27,['70320'],219
Vaivre-et-Montoille,70513,70,217005131,247000011,27,['70000'],2420
Valay,70514,70,217005149,200036549,27,['70140'],658
Le Val-de-Gouhenans,70515,70,217005156,247000664,27,['70200'],66
Vallerois-le-Bois,70516,70,217005164,200041861,27,['70000'],240
Vallerois-Lorioz,70517,70,217005172,200041853,27,['70000'],395
Le Val-Saint-Éloi,70518,70,217005180,200041879,27,['70160'],97
Vandelans,70519,70,217005198,247000706,27,['70190'],108
Vanne,70520,70,217005206,247000623,27,['70130'],119
Vantoux-et-Longevelle,70521,70,217005214,247000698,27,['70700'],186
Varogne,70522,70,217005222,200041879,27,['70240'],158
Vars,70523,70,217005230,200036549,27,['70600'],199
Vauchoux,70524,70,217005248,200041879,27,['70170'],113
Vauconcourt-Nervezain,70525,70,217005255,247000623,27,['70120'],213
Vauvillers,70526,70,217005263,200041721,27,['70210'],620
Vaux-le-Moncelot,70527,70,217005271,247000698,27,['70700'],77
Velesmes-Échevanne,70528,70,217005289,200036549,27,['70100'],486
Velet,70529,70,217005297,200036549,27,['70100'],381
Vellechevreux-et-Courbenans,70530,70,217005305,247000714,27,['70110'],117
Velleclaire,70531,70,217005313,247000698,27,['70700'],102
Vellefaux,70532,70,217005321,200041853,27,['70000'],524
Vellefrey-et-Vellefrange,70533,70,217005339,247000698,27,['70700'],118
Vellefrie,70534,70,217005347,200041879,27,['70240'],124
Velleguindry-et-Levrecey,70535,70,217005354,247000367,27,['70000'],151
Velle-le-Châtel,70536,70,217005362,247000367,27,['70000'],132
Velleminfroy,70537,70,217005370,200041861,27,['70240'],296
Vellemoz,70538,70,217005388,247000698,27,['70700'],84
Vellexon-Queutrey-et-Vaudey,70539,70,217005396,247000623,27,['70130'],454
Velloreille-lès-Choye,70540,70,217005404,247000698,27,['70700'],80
Velorcey,70541,70,217005412,200041861,27,['70300'],201
Venère,70542,70,217005420,200036549,27,['70100'],207
La Vergenne,70544,70,217005446,247000714,27,['70200'],113
Venisey,70545,70,217005453,200041879,27,['70500'],130
Vereux,70546,70,217005461,247000623,27,['70180'],214
Verlans,70547,70,217005479,247000722,27,['70400'],167
Vernois-sur-Mance,70548,70,217005487,200036150,27,['70500'],138
La Vernotte,70549,70,217005495,247000698,27,['70130'],78
Vesoul,70550,70,217005503,247000011,27,['70000'],14866
Villafans,70552,70,217005529,247000714,27,['70110'],210
Villargent,70553,70,217005537,247000714,27,['70110'],115
Villars-le-Pautel,70554,70,217005545,200036150,27,['70500'],190
La Villedieu-en-Fontenette,70555,70,217005552,200041861,27,['70160'],168
Villefrancon,70557,70,217005578,247000698,27,['70700'],129
La Villeneuve-Bellenoye-et-la-Maize,70558,70,217005586,200041879,27,['70240'],146
Villeparois,70559,70,217005594,247000011,27,['70000'],194
Villers-Bouton,70560,70,217005602,247000706,27,['70190'],166
Villersexel,70561,70,217005610,247000714,27,['70110'],1409
Villers-la-Ville,70562,70,217005628,247000714,27,['70110'],155
Villers-le-Sec,70563,70,217005636,200041861,27,['70000'],529
Villers-lès-Luxeuil,70564,70,217005644,200041861,27,['70300'],314
Villers-Pater,70565,70,217005651,200041853,27,['70190'],52
Villers-sur-Port,70566,70,217005669,200041879,27,['70170'],200
Villers-sur-Saulnot,70567,70,217005677,247000722,27,['70400'],132
Villers-Vaudey,70568,70,217005685,247000623,27,['70120'],56
Vilory,70569,70,217005693,200041879,27,['70240'],63
Visoncourt,70571,70,217005719,200041861,27,['70300'],39
Vitrey-sur-Mance,70572,70,217005727,200036150,27,['70500'],291
La Voivre,70573,70,217005735,247000854,27,['70310'],115
Volon,70574,70,217005743,247000623,27,['70180'],56
Voray-sur-l'Ognon,70575,70,217005750,247000706,27,['70190'],849
Vougécourt,70576,70,217005768,200036150,27,['70500'],154
Vouhenans,70577,70,217005776,247000664,27,['70200'],381
Vregille,70578,70,217005784,200041887,27,['70150'],177
Vyans-le-Val,70579,70,217005792,247000722,27,['70400'],425
Vy-le-Ferroux,70580,70,217005800,247000367,27,['70130'],155
Vy-lès-Lure,70581,70,217005818,247000664,27,['70200'],709
Vy-lès-Rupt,70582,70,217005826,247000367,27,['70120'],78
Vy-lès-Filain,70583,70,217005834,200041853,27,['70230'],131
L'Abergement-de-Cuisery,71001,71,217100015,200071538,27,['71290'],808
L'Abergement-Sainte-Colombe,71002,71,217100023,200071538,27,['71370'],1241
Allerey-sur-Saône,71003,71,217100031,247100589,27,['71350'],800
Allériot,71004,71,217100049,200040038,27,['71380'],1163
Aluze,71005,71,217100056,247100589,27,['71510'],249
Amanzé,71006,71,217100064,200070548,27,['71800'],190
Ameugny,71007,71,217100072,200040293,27,['71460'],167
Anglure-sous-Dun,71008,71,217100080,200070548,27,['71170'],150
